,model,f1_score_micro,f1_score_macro,Accuracy,Precision,Recall,F_Beta
0,CNN Classifier simple,0.34605961616986525,0.023303586166175484,0.02175012645422357,0.28578654527061204,0.4385510996119017,0.34605961616986525
