,model,f1_score_micro,f1_score_macro,Accuracy,Precision,Recall,F_Beta
0,CNN Classifier complex,0.3504629236388347,0.0288098892372861,0.0035407182599898838,0.2608750632271118,0.533764553686934,0.3504629236388347
