threshold,f1_scores_avg,f1_scores_std
0.1,0.4517233107450599,0.005572084073188407
0.3,0.5323345180087717,0.005973942915993967
0.5,0.2527533311524094,0.008799127978026315
0.7,0.03863772778144457,0.0077932182185685
0.9,0.0,0.0
